loss,accuracy,val_loss,val_accuracy
1.7952260971069336,0.3646799921989441,2.2367310523986816,0.25029999017715454
1.4439232349395752,0.4784199893474579,1.3546993732452393,0.5253000259399414
1.261501669883728,0.5493199825286865,1.328076958656311,0.5447999835014343
1.1356782913208008,0.596780002117157,1.5135902166366577,0.5224999785423279
1.0514763593673706,0.6320400238037109,1.2295889854431152,0.6039000153541565
0.9923728704452515,0.651419997215271,1.2130404710769653,0.6348999738693237
0.9395501017570496,0.6713399887084961,0.9275888800621033,0.6876999735832214
0.89664226770401,0.6851599812507629,0.8569455146789551,0.7166000008583069
0.851720929145813,0.7025200128555298,0.8345794081687927,0.7210999727249146
0.8226648569107056,0.712119996547699,0.8241187334060669,0.7336999773979187
0.7980785965919495,0.7231199741363525,0.7670416831970215,0.7340999841690063
0.7753800749778748,0.7286800146102905,1.5438662767410278,0.6165000200271606
0.7563515901565552,0.736840009689331,0.941336989402771,0.703499972820282
0.7369982004165649,0.7450000047683716,0.861495316028595,0.7303000092506409
0.7215508818626404,0.7498999834060669,1.0753047466278076,0.6845999956130981
0.7076936960220337,0.7558599710464478,0.8886668682098389,0.7263000011444092
0.6939640045166016,0.7596399784088135,0.8893896341323853,0.7161999940872192
0.6796208024024963,0.7649400234222412,0.6724464297294617,0.7824000120162964
0.6733651757240295,0.7664999961853027,0.7278238534927368,0.7580999732017517
0.6592927575111389,0.7745800018310547,0.8179461359977722,0.7445999979972839
0.6516026854515076,0.7744799852371216,0.5676752924919128,0.8037999868392944
0.6456810235977173,0.7764599919319153,0.6315070390701294,0.7875999808311462
0.6280986070632935,0.7806199789047241,0.5967766046524048,0.7997000217437744
0.624625027179718,0.7841799855232239,0.7564712166786194,0.7657999992370605
0.6147512793540955,0.7877799868583679,1.0488115549087524,0.713100016117096
0.6047827005386353,0.7902600169181824,0.763344407081604,0.7663000226020813
0.6105362772941589,0.7911999821662903,0.7479041814804077,0.7660999894142151
0.5925151705741882,0.7945600152015686,0.584292471408844,0.8086000084877014
0.591343343257904,0.7965800166130066,0.5749595761299133,0.8127999901771545
0.5833538174629211,0.7994400262832642,0.6459035873413086,0.7912999987602234
0.576113760471344,0.8011400103569031,0.5659599900245667,0.8149999976158142
0.5689404606819153,0.8022800087928772,0.6943633556365967,0.7871000170707703
0.567635178565979,0.8049200177192688,0.6071627736091614,0.8047999739646912
0.5549901723861694,0.808459997177124,0.7959088087081909,0.7626000046730042
0.5588534474372864,0.8070799708366394,0.5821539163589478,0.8133000135421753
